loss,accuracy,val_loss,val_accuracy,lr
2.379500389099121,0.16522946953773499,1.6258479356765747,0.32817336916923523,0.01
1.9388879537582397,0.18668045103549957,1.8399893045425415,0.30002814531326294,0.01
1.879791259765625,0.21326254308223724,1.827364206314087,0.29299184679985046,0.01
1.8469512462615967,0.22929732501506805,1.7730364799499512,0.28820714354515076,0.01
1.816718339920044,0.2467574179172516,2.128962278366089,0.2412046194076538,0.01
1.7891892194747925,0.2607611119747162,1.8612613677978516,0.23529411852359772,0.01
1.6839865446090698,0.3056584894657135,1.5329984426498413,0.4007880687713623,0.0009999999
1.6343636512756348,0.32664623856544495,1.5453078746795654,0.40247678756713867,0.0009999999
1.5972844362258911,0.33616021275520325,1.5909500122070312,0.3844638466835022,0.0009999999
1.5716776847839355,0.34713512659072876,1.5001800060272217,0.4112018048763275,0.0009999999
1.5361313819885254,0.35992729663848877,1.5732146501541138,0.3948775827884674,0.0009999999
1.5019868612289429,0.3666619062423706,1.5655624866485596,0.3960033655166626,0.0009999999
1.4649360179901123,0.37988170981407166,1.5813647508621216,0.39318886399269104,0.0009999999
1.4268715381622314,0.39007270336151123,1.6151585578918457,0.39769208431243896,0.0009999999
1.4023598432540894,0.39627280831336975,1.6231905221939087,0.39290741086006165,0.0009999999
1.3492114543914795,0.4151938557624817,1.5884367227554321,0.3971291780471802,9.999999e-05
1.3449666500091553,0.41708236932754517,1.5984359979629517,0.3954404592514038,9.999999e-05
1.3317500352859497,0.41715365648269653,1.6031875610351562,0.39938080310821533,9.999999e-05
1.3226195573806763,0.4250285029411316,1.6061586141586304,0.40247678756713867,9.999999e-05
1.3213191032409668,0.4222847819328308,1.6069549322128296,0.4013509750366211,9.999999e-05
1.311546802520752,0.4259549677371979,1.605472207069397,0.4005066156387329,9.999999e-06
1.3061598539352417,0.42449402809143066,1.606124997138977,0.4013509750366211,9.999999e-06
1.3083550930023193,0.42634692788124084,1.606981635093689,0.4002251625061035,9.999999e-06
1.3049389123916626,0.42837798595428467,1.6104707717895508,0.3999437093734741,9.999999e-06
1.3117964267730713,0.42570552229881287,1.6101841926574707,0.3996622562408447,9.999999e-06
1.3117237091064453,0.4306228756904602,1.6106531620025635,0.39909934997558594,9.999999e-07
1.3059124946594238,0.43026652932167053,1.6106843948364258,0.3996622562408447,9.999999e-07
1.3077846765518188,0.42787912487983704,1.6109265089035034,0.39938080310821533,9.999999e-07
1.3068890571594238,0.4270595908164978,1.6110519170761108,0.39938080310821533,9.999999e-07
1.3050830364227295,0.42606186866760254,1.6110637187957764,0.39938080310821533,9.999999e-07
